Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"TCL","Crops and livestock products","040","Austria","5610","Import Quantity","01270","Mushrooms and truffles","1961","1961","tonnes","30","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5610","Import Quantity","01270","Mushrooms and truffles","1962","1962","tonnes","153","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5610","Import Quantity","01270","Mushrooms and truffles","1963","1963","tonnes","173","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5610","Import Quantity","01270","Mushrooms and truffles","1964","1964","tonnes","218","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5610","Import Quantity","01270","Mushrooms and truffles","1965","1965","tonnes","224","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5610","Import Quantity","01270","Mushrooms and truffles","1966","1966","tonnes","236","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5610","Import Quantity","01270","Mushrooms and truffles","1967","1967","tonnes","199","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5610","Import Quantity","01270","Mushrooms and truffles","1968","1968","tonnes","175","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5610","Import Quantity","01270","Mushrooms and truffles","1969","1969","tonnes","295","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5610","Import Quantity","01270","Mushrooms and truffles","1970","1970","tonnes","251","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5610","Import Quantity","01270","Mushrooms and truffles","1971","1971","tonnes","146","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5610","Import Quantity","01270","Mushrooms and truffles","1972","1972","tonnes","275","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5610","Import Quantity","01270","Mushrooms and truffles","1973","1973","tonnes","815","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5610","Import Quantity","01270","Mushrooms and truffles","1974","1974","tonnes","1125","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5610","Import Quantity","01270","Mushrooms and truffles","1975","1975","tonnes","1545","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5610","Import Quantity","01270","Mushrooms and truffles","1976","1976","tonnes","1786","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5610","Import Quantity","01270","Mushrooms and truffles","1977","1977","tonnes","1608","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5610","Import Quantity","01270","Mushrooms and truffles","1978","1978","tonnes","1493","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5610","Import Quantity","01270","Mushrooms and truffles","1979","1979","tonnes","1191","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5610","Import Quantity","01270","Mushrooms and truffles","1980","1980","tonnes","1180","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5610","Import Quantity","01270","Mushrooms and truffles","1981","1981","tonnes","1146","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5610","Import Quantity","01270","Mushrooms and truffles","1982","1982","tonnes","1454","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5610","Import Quantity","01270","Mushrooms and truffles","1983","1983","tonnes","2097","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5610","Import Quantity","01270","Mushrooms and truffles","1984","1984","tonnes","2470","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5610","Import Quantity","01270","Mushrooms and truffles","1985","1985","tonnes","2648","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5610","Import Quantity","01270","Mushrooms and truffles","1986","1986","tonnes","3604","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5610","Import Quantity","01270","Mushrooms and truffles","1987","1987","tonnes","3389","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5610","Import Quantity","01270","Mushrooms and truffles","1988","1988","tonnes","3169","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5610","Import Quantity","01270","Mushrooms and truffles","1989","1989","tonnes","3711","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5610","Import Quantity","01270","Mushrooms and truffles","1990","1990","tonnes","4125","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5610","Import Quantity","01270","Mushrooms and truffles","1991","1991","tonnes","4164","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5610","Import Quantity","01270","Mushrooms and truffles","1992","1992","tonnes","4314","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5610","Import Quantity","01270","Mushrooms and truffles","1993","1993","tonnes","5038","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5610","Import Quantity","01270","Mushrooms and truffles","1994","1994","tonnes","5826","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5610","Import Quantity","01270","Mushrooms and truffles","1995","1995","tonnes","6635","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5610","Import Quantity","01270","Mushrooms and truffles","1996","1996","tonnes","7075","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5610","Import Quantity","01270","Mushrooms and truffles","1997","1997","tonnes","9139","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5610","Import Quantity","01270","Mushrooms and truffles","1998","1998","tonnes","13355","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5610","Import Quantity","01270","Mushrooms and truffles","1999","1999","tonnes","13092","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5610","Import Quantity","01270","Mushrooms and truffles","2000","2000","tonnes","14187","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5610","Import Quantity","01270","Mushrooms and truffles","2001","2001","tonnes","16899","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5610","Import Quantity","01270","Mushrooms and truffles","2002","2002","tonnes","14235","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5610","Import Quantity","01270","Mushrooms and truffles","2003","2003","tonnes","13340","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5610","Import Quantity","01270","Mushrooms and truffles","2004","2004","tonnes","14114","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5610","Import Quantity","01270","Mushrooms and truffles","2005","2005","tonnes","13625","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5610","Import Quantity","01270","Mushrooms and truffles","2006","2006","tonnes","11620","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5610","Import Quantity","01270","Mushrooms and truffles","2007","2007","tonnes","11142","T","Unofficial figure"
"TCL","Crops and livestock products","040","Austria","5610","Import Quantity","01270","Mushrooms and truffles","2008","2008","tonnes","11092","T","Unofficial figure"
"TCL","Crops and livestock products","040","Austria","5610","Import Quantity","01270","Mushrooms and truffles","2009","2009","tonnes","11672","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5610","Import Quantity","01270","Mushrooms and truffles","2010","2010","tonnes","13105","T","Unofficial figure"
"TCL","Crops and livestock products","040","Austria","5610","Import Quantity","01270","Mushrooms and truffles","2011","2011","tonnes","12359","T","Unofficial figure"
"TCL","Crops and livestock products","040","Austria","5610","Import Quantity","01270","Mushrooms and truffles","2012","2012","tonnes","13420","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5610","Import Quantity","01270","Mushrooms and truffles","2013","2013","tonnes","14769","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5610","Import Quantity","01270","Mushrooms and truffles","2014","2014","tonnes","13803.42","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5610","Import Quantity","01270","Mushrooms and truffles","2015","2015","tonnes","14771.4","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5610","Import Quantity","01270","Mushrooms and truffles","2016","2016","tonnes","13717.5","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5610","Import Quantity","01270","Mushrooms and truffles","2017","2017","tonnes","13669.14","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5610","Import Quantity","01270","Mushrooms and truffles","2018","2018","tonnes","14852.2","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5610","Import Quantity","01270","Mushrooms and truffles","2019","2019","tonnes","15068.85","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5610","Import Quantity","01270","Mushrooms and truffles","2020","2020","tonnes","13743.31","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5610","Import Quantity","01270","Mushrooms and truffles","2021","2021","tonnes","12898.5","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5622","Import Value","01270","Mushrooms and truffles","1961","1961","1000 US$","23","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5622","Import Value","01270","Mushrooms and truffles","1962","1962","1000 US$","118","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5622","Import Value","01270","Mushrooms and truffles","1963","1963","1000 US$","132","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5622","Import Value","01270","Mushrooms and truffles","1964","1964","1000 US$","168","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5622","Import Value","01270","Mushrooms and truffles","1965","1965","1000 US$","180","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5622","Import Value","01270","Mushrooms and truffles","1966","1966","1000 US$","186","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5622","Import Value","01270","Mushrooms and truffles","1967","1967","1000 US$","154","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5622","Import Value","01270","Mushrooms and truffles","1968","1968","1000 US$","135","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5622","Import Value","01270","Mushrooms and truffles","1969","1969","1000 US$","247","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5622","Import Value","01270","Mushrooms and truffles","1970","1970","1000 US$","249","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5622","Import Value","01270","Mushrooms and truffles","1971","1971","1000 US$","121","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5622","Import Value","01270","Mushrooms and truffles","1972","1972","1000 US$","348","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5622","Import Value","01270","Mushrooms and truffles","1973","1973","1000 US$","883","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5622","Import Value","01270","Mushrooms and truffles","1974","1974","1000 US$","1344","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5622","Import Value","01270","Mushrooms and truffles","1975","1975","1000 US$","2051","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5622","Import Value","01270","Mushrooms and truffles","1976","1976","1000 US$","2640","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5622","Import Value","01270","Mushrooms and truffles","1977","1977","1000 US$","2951","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5622","Import Value","01270","Mushrooms and truffles","1978","1978","1000 US$","3357","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5622","Import Value","01270","Mushrooms and truffles","1979","1979","1000 US$","3000","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5622","Import Value","01270","Mushrooms and truffles","1980","1980","1000 US$","3762","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5622","Import Value","01270","Mushrooms and truffles","1981","1981","1000 US$","2729","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5622","Import Value","01270","Mushrooms and truffles","1982","1982","1000 US$","2892","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5622","Import Value","01270","Mushrooms and truffles","1983","1983","1000 US$","3981","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5622","Import Value","01270","Mushrooms and truffles","1984","1984","1000 US$","4693","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5622","Import Value","01270","Mushrooms and truffles","1985","1985","1000 US$","4828","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5622","Import Value","01270","Mushrooms and truffles","1986","1986","1000 US$","8099","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5622","Import Value","01270","Mushrooms and truffles","1987","1987","1000 US$","8815","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5622","Import Value","01270","Mushrooms and truffles","1988","1988","1000 US$","9226","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5622","Import Value","01270","Mushrooms and truffles","1989","1989","1000 US$","10072","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5622","Import Value","01270","Mushrooms and truffles","1990","1990","1000 US$","14330","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5622","Import Value","01270","Mushrooms and truffles","1991","1991","1000 US$","13430","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5622","Import Value","01270","Mushrooms and truffles","1992","1992","1000 US$","14206","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5622","Import Value","01270","Mushrooms and truffles","1993","1993","1000 US$","15362","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5622","Import Value","01270","Mushrooms and truffles","1994","1994","1000 US$","17937","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5622","Import Value","01270","Mushrooms and truffles","1995","1995","1000 US$","19511","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5622","Import Value","01270","Mushrooms and truffles","1996","1996","1000 US$","21547","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5622","Import Value","01270","Mushrooms and truffles","1997","1997","1000 US$","21193","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5622","Import Value","01270","Mushrooms and truffles","1998","1998","1000 US$","28681","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5622","Import Value","01270","Mushrooms and truffles","1999","1999","1000 US$","27452","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5622","Import Value","01270","Mushrooms and truffles","2000","2000","1000 US$","26073","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5622","Import Value","01270","Mushrooms and truffles","2001","2001","1000 US$","31487","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5622","Import Value","01270","Mushrooms and truffles","2002","2002","1000 US$","30052","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5622","Import Value","01270","Mushrooms and truffles","2003","2003","1000 US$","37392","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5622","Import Value","01270","Mushrooms and truffles","2004","2004","1000 US$","45186","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5622","Import Value","01270","Mushrooms and truffles","2005","2005","1000 US$","44170","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5622","Import Value","01270","Mushrooms and truffles","2006","2006","1000 US$","46965","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5622","Import Value","01270","Mushrooms and truffles","2007","2007","1000 US$","42651","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5622","Import Value","01270","Mushrooms and truffles","2008","2008","1000 US$","43123","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5622","Import Value","01270","Mushrooms and truffles","2009","2009","1000 US$","44933","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5622","Import Value","01270","Mushrooms and truffles","2010","2010","1000 US$","44386","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5622","Import Value","01270","Mushrooms and truffles","2011","2011","1000 US$","48040","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5622","Import Value","01270","Mushrooms and truffles","2012","2012","1000 US$","46229","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5622","Import Value","01270","Mushrooms and truffles","2013","2013","1000 US$","49001","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5622","Import Value","01270","Mushrooms and truffles","2014","2014","1000 US$","48683","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5622","Import Value","01270","Mushrooms and truffles","2015","2015","1000 US$","45052","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5622","Import Value","01270","Mushrooms and truffles","2016","2016","1000 US$","43077","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5622","Import Value","01270","Mushrooms and truffles","2017","2017","1000 US$","43469","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5622","Import Value","01270","Mushrooms and truffles","2018","2018","1000 US$","55286","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5622","Import Value","01270","Mushrooms and truffles","2019","2019","1000 US$","50207","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5622","Import Value","01270","Mushrooms and truffles","2020","2020","1000 US$","45299","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5622","Import Value","01270","Mushrooms and truffles","2021","2021","1000 US$","44792","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5910","Export Quantity","01270","Mushrooms and truffles","1961","1961","tonnes","1088","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5910","Export Quantity","01270","Mushrooms and truffles","1962","1962","tonnes","1601","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5910","Export Quantity","01270","Mushrooms and truffles","1963","1963","tonnes","946","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5910","Export Quantity","01270","Mushrooms and truffles","1964","1964","tonnes","1796","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5910","Export Quantity","01270","Mushrooms and truffles","1965","1965","tonnes","2132","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5910","Export Quantity","01270","Mushrooms and truffles","1966","1966","tonnes","1760","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5910","Export Quantity","01270","Mushrooms and truffles","1967","1967","tonnes","2202","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5910","Export Quantity","01270","Mushrooms and truffles","1968","1968","tonnes","768","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5910","Export Quantity","01270","Mushrooms and truffles","1969","1969","tonnes","1450","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5910","Export Quantity","01270","Mushrooms and truffles","1970","1970","tonnes","3007","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5910","Export Quantity","01270","Mushrooms and truffles","1971","1971","tonnes","686","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5910","Export Quantity","01270","Mushrooms and truffles","1972","1972","tonnes","1943","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5910","Export Quantity","01270","Mushrooms and truffles","1973","1973","tonnes","866","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5910","Export Quantity","01270","Mushrooms and truffles","1974","1974","tonnes","1003","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5910","Export Quantity","01270","Mushrooms and truffles","1975","1975","tonnes","1602","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5910","Export Quantity","01270","Mushrooms and truffles","1976","1976","tonnes","143","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5910","Export Quantity","01270","Mushrooms and truffles","1977","1977","tonnes","1150","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5910","Export Quantity","01270","Mushrooms and truffles","1978","1978","tonnes","791","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5910","Export Quantity","01270","Mushrooms and truffles","1979","1979","tonnes","851","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5910","Export Quantity","01270","Mushrooms and truffles","1980","1980","tonnes","795","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5910","Export Quantity","01270","Mushrooms and truffles","1981","1981","tonnes","569","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5910","Export Quantity","01270","Mushrooms and truffles","1982","1982","tonnes","1786","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5910","Export Quantity","01270","Mushrooms and truffles","1983","1983","tonnes","346","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5910","Export Quantity","01270","Mushrooms and truffles","1984","1984","tonnes","451","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5910","Export Quantity","01270","Mushrooms and truffles","1985","1985","tonnes","757","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5910","Export Quantity","01270","Mushrooms and truffles","1986","1986","tonnes","621","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5910","Export Quantity","01270","Mushrooms and truffles","1987","1987","tonnes","1114","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5910","Export Quantity","01270","Mushrooms and truffles","1988","1988","tonnes","819","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5910","Export Quantity","01270","Mushrooms and truffles","1989","1989","tonnes","1283","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5910","Export Quantity","01270","Mushrooms and truffles","1990","1990","tonnes","618","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5910","Export Quantity","01270","Mushrooms and truffles","1991","1991","tonnes","849","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5910","Export Quantity","01270","Mushrooms and truffles","1992","1992","tonnes","325","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5910","Export Quantity","01270","Mushrooms and truffles","1993","1993","tonnes","399","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5910","Export Quantity","01270","Mushrooms and truffles","1994","1994","tonnes","861","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5910","Export Quantity","01270","Mushrooms and truffles","1995","1995","tonnes","968","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5910","Export Quantity","01270","Mushrooms and truffles","1996","1996","tonnes","1549","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5910","Export Quantity","01270","Mushrooms and truffles","1997","1997","tonnes","1703","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5910","Export Quantity","01270","Mushrooms and truffles","1998","1998","tonnes","3871","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5910","Export Quantity","01270","Mushrooms and truffles","1999","1999","tonnes","5802","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5910","Export Quantity","01270","Mushrooms and truffles","2000","2000","tonnes","6018","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5910","Export Quantity","01270","Mushrooms and truffles","2001","2001","tonnes","6643","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5910","Export Quantity","01270","Mushrooms and truffles","2002","2002","tonnes","5596","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5910","Export Quantity","01270","Mushrooms and truffles","2003","2003","tonnes","5217","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5910","Export Quantity","01270","Mushrooms and truffles","2004","2004","tonnes","4455","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5910","Export Quantity","01270","Mushrooms and truffles","2005","2005","tonnes","4527","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5910","Export Quantity","01270","Mushrooms and truffles","2006","2006","tonnes","3810","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5910","Export Quantity","01270","Mushrooms and truffles","2007","2007","tonnes","1715","T","Unofficial figure"
"TCL","Crops and livestock products","040","Austria","5910","Export Quantity","01270","Mushrooms and truffles","2008","2008","tonnes","1182","T","Unofficial figure"
"TCL","Crops and livestock products","040","Austria","5910","Export Quantity","01270","Mushrooms and truffles","2009","2009","tonnes","2221","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5910","Export Quantity","01270","Mushrooms and truffles","2010","2010","tonnes","2266","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5910","Export Quantity","01270","Mushrooms and truffles","2011","2011","tonnes","1645","T","Unofficial figure"
"TCL","Crops and livestock products","040","Austria","5910","Export Quantity","01270","Mushrooms and truffles","2012","2012","tonnes","1429","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5910","Export Quantity","01270","Mushrooms and truffles","2013","2013","tonnes","1747","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5910","Export Quantity","01270","Mushrooms and truffles","2014","2014","tonnes","2304.36","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5910","Export Quantity","01270","Mushrooms and truffles","2015","2015","tonnes","1936.86","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5910","Export Quantity","01270","Mushrooms and truffles","2016","2016","tonnes","1859.6","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5910","Export Quantity","01270","Mushrooms and truffles","2017","2017","tonnes","1688.92","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5910","Export Quantity","01270","Mushrooms and truffles","2018","2018","tonnes","1706.85","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5910","Export Quantity","01270","Mushrooms and truffles","2019","2019","tonnes","1680.47","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5910","Export Quantity","01270","Mushrooms and truffles","2020","2020","tonnes","1447.71","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5910","Export Quantity","01270","Mushrooms and truffles","2021","2021","tonnes","1205.62","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5922","Export Value","01270","Mushrooms and truffles","1961","1961","1000 US$","1012","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5922","Export Value","01270","Mushrooms and truffles","1962","1962","1000 US$","1192","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5922","Export Value","01270","Mushrooms and truffles","1963","1963","1000 US$","760","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5922","Export Value","01270","Mushrooms and truffles","1964","1964","1000 US$","1998","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5922","Export Value","01270","Mushrooms and truffles","1965","1965","1000 US$","2473","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5922","Export Value","01270","Mushrooms and truffles","1966","1966","1000 US$","1562","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5922","Export Value","01270","Mushrooms and truffles","1967","1967","1000 US$","1766","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5922","Export Value","01270","Mushrooms and truffles","1968","1968","1000 US$","863","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5922","Export Value","01270","Mushrooms and truffles","1969","1969","1000 US$","2386","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5922","Export Value","01270","Mushrooms and truffles","1970","1970","1000 US$","5112","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5922","Export Value","01270","Mushrooms and truffles","1971","1971","1000 US$","1606","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5922","Export Value","01270","Mushrooms and truffles","1972","1972","1000 US$","4512","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5922","Export Value","01270","Mushrooms and truffles","1973","1973","1000 US$","2285","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5922","Export Value","01270","Mushrooms and truffles","1974","1974","1000 US$","2567","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5922","Export Value","01270","Mushrooms and truffles","1975","1975","1000 US$","4655","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5922","Export Value","01270","Mushrooms and truffles","1976","1976","1000 US$","654","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5922","Export Value","01270","Mushrooms and truffles","1977","1977","1000 US$","5864","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5922","Export Value","01270","Mushrooms and truffles","1978","1978","1000 US$","4552","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5922","Export Value","01270","Mushrooms and truffles","1979","1979","1000 US$","7079","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5922","Export Value","01270","Mushrooms and truffles","1980","1980","1000 US$","5437","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5922","Export Value","01270","Mushrooms and truffles","1981","1981","1000 US$","3395","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5922","Export Value","01270","Mushrooms and truffles","1982","1982","1000 US$","9279","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5922","Export Value","01270","Mushrooms and truffles","1983","1983","1000 US$","2956","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5922","Export Value","01270","Mushrooms and truffles","1984","1984","1000 US$","3091","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5922","Export Value","01270","Mushrooms and truffles","1985","1985","1000 US$","4222","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5922","Export Value","01270","Mushrooms and truffles","1986","1986","1000 US$","4908","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5922","Export Value","01270","Mushrooms and truffles","1987","1987","1000 US$","7202","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5922","Export Value","01270","Mushrooms and truffles","1988","1988","1000 US$","6342","A","Official figure"
"TCL","Crops and livestock products","040","Austria","5922","Export Value","01270","Mushrooms and truffles","1989","1989","1000 US$","9246","A","Official figure"
