Area,Item,Year,Export Quantity,Export Value,Import Quantity,Import Value,Export Unit Price (USD),import Unit Price (USD)
Poland,Mushrooms and truffles,1993,6244.0,22841.0,60.0,101.0,3658.0717488789237,1683.3333333333333
Poland,Mushrooms and truffles,1994,4680.0,18405.0,20.0,60.0,3932.6923076923076,3000.0
Poland,Mushrooms and truffles,1995,6167.0,23448.0,37.0,67.0,3802.172855521323,1810.8108108108108
Poland,Mushrooms and truffles,1996,9675.0,41832.0,23.0,66.0,4323.720930232558,2869.565217391304
Poland,Mushrooms and truffles,1997,9607.0,32522.0,103.0,258.0,3385.239929218278,2504.854368932039
Poland,Mushrooms and truffles,1998,12455.0,34089.0,90.0,196.0,2736.9731031714173,2177.7777777777774
Poland,Mushrooms and truffles,1999,12064.0,31059.0,181.0,429.0,2574.519230769231,2370.1657458563536
Poland,Mushrooms and truffles,2000,16935.99,32148.0,178.75,356.0,1898.206127896863,1991.6083916083915
Poland,Mushrooms and truffles,2001,35444.0,57619.0,382.0,782.0,1625.6348041981719,2047.1204188481677
Poland,Mushrooms and truffles,2002,50493.0,71125.0,34.0,101.0,1408.6110946071733,2970.5882352941176
Poland,Mushrooms and truffles,2003,72313.0,109275.0,284.0,1387.0,1511.1390759614453,4883.802816901408
Poland,Mushrooms and truffles,2004,98507.0,165377.0,1296.0,1764.0,1678.8350066492737,1361.111111111111
Poland,Mushrooms and truffles,2005,112385.0,196749.0,999.0,3128.0,1750.6695733416382,3131.131131131131
Poland,Mushrooms and truffles,2006,119963.0,230837.0,1297.0,6361.0,1924.2349724498386,4904.394757131842
Poland,Mushrooms and truffles,2007,147817.0,314425.0,1213.0,4628.0,2127.1234025856293,3815.3338829348722
Poland,Mushrooms and truffles,2008,147678.0,349672.0,1642.0,8077.0,2367.8002139790624,4919.001218026797
Poland,Mushrooms and truffles,2009,156130.0,315578.0,985.0,4335.0,2021.2515211682573,4401.015228426396
Poland,Mushrooms and truffles,2010,179525.0,366302.0,2568.0,6836.0,2040.3954880935803,2661.993769470405
Poland,Mushrooms and truffles,2011,174943.0,373557.0,2695.0,5975.0,2135.30692854244,2217.068645640074
Poland,Mushrooms and truffles,2012,196571.0,403175.0,3413.0,7431.0,2051.0400822094816,2177.2634046293583
Poland,Mushrooms and truffles,2013,205200.0,426561.0,3358.0,11019.0,2078.7573099415204,3281.4175104228707
Poland,Mushrooms and truffles,2014,219899.04,446806.0,4738.71,9771.0,2031.8688067032942,2061.953569642371
Poland,Mushrooms and truffles,2015,222221.16,378763.0,4484.48,11391.0,1704.4416472310738,2540.093834736692
Poland,Mushrooms and truffles,2016,236723.77,386191.0,5676.0,14021.0,1631.3993309586106,2470.225510923185
Poland,Mushrooms and truffles,2017,245667.46,429646.0,5666.92,12066.0,1748.8925883794298,2129.1989299301913
Poland,Mushrooms and truffles,2018,250728.58,461118.0,3301.88,9253.0,1839.112238421324,2802.3429076768384
Poland,Mushrooms and truffles,2019,238147.73,461347.0,4530.46,12979.0,1937.2303065832289,2864.830502862844
Poland,Mushrooms and truffles,2020,223947.97,462937.0,5320.89,15853.0,2067.1631897355446,2979.388786462415
Poland,Mushrooms and truffles,2021,255944.11,527360.0,4045.82,14987.0,2060.4498380525342,3704.3170482127234
Portugal,Mushrooms and truffles,1961,0.0,0.0,0.0,0.0,,
Portugal,Mushrooms and truffles,1962,0.0,0.0,0.0,0.0,,
Portugal,Mushrooms and truffles,1963,0.0,0.0,0.0,0.0,,
Portugal,Mushrooms and truffles,1964,0.0,0.0,0.0,0.0,,
Portugal,Mushrooms and truffles,1965,0.0,0.0,0.0,0.0,,
Portugal,Mushrooms and truffles,1966,0.0,0.0,0.0,0.0,,
Portugal,Mushrooms and truffles,1967,0.0,0.0,0.0,0.0,,
Portugal,Mushrooms and truffles,1968,0.0,0.0,0.0,0.0,,
Portugal,Mushrooms and truffles,1969,0.0,0.0,0.0,0.0,,
Portugal,Mushrooms and truffles,1970,0.0,0.0,0.0,0.0,,
Portugal,Mushrooms and truffles,1971,0.0,0.0,0.0,0.0,,
Portugal,Mushrooms and truffles,1972,0.0,0.0,0.0,0.0,,
Portugal,Mushrooms and truffles,1973,0.0,0.0,0.0,0.0,,
Portugal,Mushrooms and truffles,1974,0.0,0.0,0.0,0.0,,
Portugal,Mushrooms and truffles,1975,0.0,0.0,0.0,0.0,,
Portugal,Mushrooms and truffles,1976,0.0,0.0,0.0,0.0,,
Portugal,Mushrooms and truffles,1977,0.0,0.0,0.0,0.0,,
Portugal,Mushrooms and truffles,1978,0.0,0.0,0.0,0.0,,
Portugal,Mushrooms and truffles,1979,0.0,0.0,0.0,0.0,,
Portugal,Mushrooms and truffles,1980,0.0,0.0,0.0,0.0,,
Portugal,Mushrooms and truffles,1981,0.0,0.0,0.0,0.0,,
Portugal,Mushrooms and truffles,1982,0.0,0.0,0.0,0.0,,
Portugal,Mushrooms and truffles,1983,62.0,287.0,0.0,0.0,4629.032258064516,
Portugal,Mushrooms and truffles,1984,170.0,1023.0,0.0,0.0,6017.64705882353,
Portugal,Mushrooms and truffles,1985,144.0,742.0,0.0,0.0,5152.777777777777,
Portugal,Mushrooms and truffles,1986,170.0,1283.0,15.0,20.0,7547.058823529412,1333.3333333333333
Portugal,Mushrooms and truffles,1987,222.0,1579.0,32.0,47.0,7112.612612612613,1468.75
Portugal,Mushrooms and truffles,1988,525.0,4283.0,100.0,142.0,8158.0952380952385,1420.0
Portugal,Mushrooms and truffles,1989,690.0,5296.0,43.0,57.0,7675.362318840579,1325.581395348837
Portugal,Mushrooms and truffles,1990,497.0,4187.0,47.0,105.0,8424.547283702212,2234.0425531914893
Portugal,Mushrooms and truffles,1991,436.0,4600.0,310.0,628.0,10550.458715596329,2025.8064516129034
Portugal,Mushrooms and truffles,1992,574.0,4279.0,409.0,1044.0,7454.703832752613,2552.5672371638143
Portugal,Mushrooms and truffles,1993,562.0,4930.0,484.0,977.0,8772.241992882564,2018.595041322314
Portugal,Mushrooms and truffles,1994,396.0,3159.0,202.0,461.0,7977.272727272728,2282.178217821782
Portugal,Mushrooms and truffles,1995,202.0,2107.0,204.0,497.0,10430.693069306932,2436.2745098039213
Portugal,Mushrooms and truffles,1996,430.0,3625.0,119.0,336.0,8430.232558139534,2823.529411764706
Portugal,Mushrooms and truffles,1997,716.0,4924.0,158.0,382.0,6877.094972067039,2417.721518987342
Portugal,Mushrooms and truffles,1998,825.0,4214.0,314.0,499.0,5107.878787878787,1589.1719745222929
Portugal,Mushrooms and truffles,1999,821.0,4644.0,243.0,534.0,5656.516443361755,2197.5308641975307
Portugal,Mushrooms and truffles,2000,426.0,2836.0,187.0,322.0,6657.276995305164,1721.9251336898396
Portugal,Mushrooms and truffles,2001,622.0,3063.0,352.0,597.0,4924.43729903537,1696.0227272727273
Portugal,Mushrooms and truffles,2002,620.0,3268.0,251.0,411.0,5270.967741935484,1637.4501992031874
Portugal,Mushrooms and truffles,2003,565.0,4649.0,324.0,627.0,8228.318584070797,1935.1851851851852
Portugal,Mushrooms and truffles,2004,616.0,3399.0,534.0,800.0,5517.857142857143,1498.1273408239701
Portugal,Mushrooms and truffles,2005,180.0,1271.0,305.0,536.0,7061.111111111111,1757.3770491803277
Portugal,Mushrooms and truffles,2006,557.0,2877.0,401.0,1033.0,5165.170556552963,2576.059850374065
Portugal,Mushrooms and truffles,2007,662.0,3550.0,680.0,1828.0,5362.537764350453,2688.2352941176473
Portugal,Mushrooms and truffles,2008,898.0,5267.0,786.0,2591.0,5865.256124721604,3296.437659033079
Portugal,Mushrooms and truffles,2009,738.0,2014.0,444.0,1669.0,2728.9972899728996,3759.009009009009
Portugal,Mushrooms and truffles,2010,1762.0,11740.0,767.0,3334.0,6662.883087400682,4346.8057366362455
Portugal,Mushrooms and truffles,2011,2545.0,14501.0,978.0,4652.0,5697.838899803536,4756.646216768917
Portugal,Mushrooms and truffles,2012,4883.0,12265.0,1795.0,4319.0,2511.775547818964,2406.128133704736
Portugal,Mushrooms and truffles,2013,2439.0,10644.0,1494.0,4420.0,4364.083640836408,2958.5006693440428
Portugal,Mushrooms and truffles,2014,3144.77,11200.0,1925.22,5626.0,3561.4687242628233,2922.263429634016
Portugal,Mushrooms and truffles,2015,2805.32,8347.0,2630.22,5250.0,2975.4181341166072,1996.0307502794446
Portugal,Mushrooms and truffles,2016,2552.1,8573.0,2993.94,6863.0,3359.194388934603,2292.297106822448
Portugal,Mushrooms and truffles,2017,1474.14,5584.0,3053.75,8058.0,3787.9712917361985,2638.7228817028245
Portugal,Mushrooms and truffles,2018,1387.15,5974.0,4620.17,11502.0,4306.671953285513,2489.518783940851
Portugal,Mushrooms and truffles,2019,1277.83,6613.0,5212.15,13515.0,5175.179796999601,2592.979864355401
Portugal,Mushrooms and truffles,2020,1309.09,8218.0,4555.5,13526.0,6277.643248363367,2969.1581604653716
Portugal,Mushrooms and truffles,2021,2119.08,10046.0,4855.14,14877.0,4740.736546048285,3064.1752863975084
Romania,Mushrooms and truffles,1990,128.0,2561.0,0.0,0.0,20007.8125,
Romania,Mushrooms and truffles,1991,33.0,204.0,1.0,3.0,6181.818181818182,3000.0
Romania,Mushrooms and truffles,1992,118.0,639.0,3.0,6.0,5415.254237288136,2000.0
Romania,Mushrooms and truffles,1993,750.0,3378.0,70.0,53.0,4504.0,757.1428571428571
Romania,Mushrooms and truffles,1994,1639.0,6325.0,32.0,46.0,3859.060402684564,1437.5
Romania,Mushrooms and truffles,1995,2271.0,9441.0,18.0,15.0,4157.199471598415,833.3333333333334
Romania,Mushrooms and truffles,1996,2663.0,13172.0,24.0,30.0,4946.301164100638,1250.0
Romania,Mushrooms and truffles,1997,2521.0,9391.0,35.0,35.0,3725.1090836969456,1000.0
Romania,Mushrooms and truffles,1998,1894.0,8806.0,386.0,336.0,4649.419218585005,870.4663212435233
Romania,Mushrooms and truffles,1999,2771.0,11887.0,539.0,357.0,4289.7870804763625,662.3376623376623
Romania,Mushrooms and truffles,2000,1389.0,7697.0,629.0,386.0,5541.396688264939,613.6724960254371
Romania,Mushrooms and truffles,2001,3722.0,14408.0,717.0,503.0,3871.0370768404086,701.534170153417
Romania,Mushrooms and truffles,2002,3886.0,16991.0,785.0,462.0,4372.362326299537,588.5350318471337
Romania,Mushrooms and truffles,2003,2131.0,16830.0,773.0,604.0,7897.700610042234,781.3712807244501
Romania,Mushrooms and truffles,2004,2999.0,21513.0,1626.0,1184.0,7173.391130376793,728.1672816728168
Romania,Mushrooms and truffles,2005,3805.0,25049.0,2156.0,1235.0,6583.1800262812085,572.8200371057513
Romania,Mushrooms and truffles,2006,2798.0,23227.0,3565.0,2358.0,8301.286633309508,661.430575035063
Romania,Mushrooms and truffles,2007,2923.0,32742.0,1904.0,3317.0,11201.505302771126,1742.1218487394958
Romania,Mushrooms and truffles,2008,2248.0,27095.0,2039.0,4856.0,12052.935943060498,2381.55958803335
Romania,Mushrooms and truffles,2009,1779.0,16000.0,1981.0,4233.0,8993.816750983699,2136.799596163554
Romania,Mushrooms and truffles,2010,3504.0,26856.0,1593.0,3199.0,7664.3835616438355,2008.1607030759571
Romania,Mushrooms and truffles,2011,1763.0,19300.0,1923.0,3258.0,10947.249007373795,1694.2277691107643
Romania,Mushrooms and truffles,2012,2391.0,21709.0,1954.0,4337.0,9079.464659138435,2219.5496417604913
Romania,Mushrooms and truffles,2013,4494.0,32619.0,2681.0,5223.0,7258.344459279039,1948.153674002238
Romania,Mushrooms and truffles,2014,5400.6,42926.0,2847.83,5898.0,7948.376106358552,2071.0505893961367
Romania,Mushrooms and truffles,2015,6512.81,41553.0,4049.9,7270.0,6380.195338110584,1795.106052001284
Romania,Mushrooms and truffles,2016,4770.26,31032.0,4115.62,8310.0,6505.305790460058,2019.1368493689895
Romania,Mushrooms and truffles,2017,5029.76,44626.0,5703.62,10610.0,8872.391525639394,1860.2221045581578
Romania,Mushrooms and truffles,2018,5113.5,46669.0,7650.73,17678.0,9126.625598904859,2310.629181790496
Romania,Mushrooms and truffles,2019,3950.96,41949.0,8424.03,18366.0,10617.419563852836,2180.1916659840954
Romania,Mushrooms and truffles,2020,4443.28,46673.0,6224.2,13812.0,10504.177094398732,2219.080363741525
Romania,Mushrooms and truffles,2021,3700.83,58174.0,5782.12,15465.0,15719.176509053375,2674.624532178509
Slovakia,Mushrooms and truffles,1993,441.0,771.0,35.0,38.0,1748.299319727891,1085.7142857142856
Slovakia,Mushrooms and truffles,1994,501.0,958.0,1.0,2.0,1912.1756487025948,2000.0
Slovakia,Mushrooms and truffles,1995,62.0,133.0,0.0,0.0,2145.1612903225805,
Slovakia,Mushrooms and truffles,1996,217.0,375.0,23.0,28.0,1728.110599078341,1217.3913043478262
Slovakia,Mushrooms and truffles,1997,453.0,721.0,32.0,34.0,1591.6114790286974,1062.5
Slovakia,Mushrooms and truffles,1998,463.0,685.0,79.0,92.0,1479.4816414686825,1164.5569620253164
Slovakia,Mushrooms and truffles,1999,433.0,753.0,69.0,66.0,1739.0300230946882,956.5217391304349
Slovakia,Mushrooms and truffles,2000,85.0,175.0,112.0,106.0,2058.8235294117644,946.4285714285714
Slovakia,Mushrooms and truffles,2001,452.0,1021.0,98.0,107.0,2258.8495575221236,1091.8367346938776
Slovakia,Mushrooms and truffles,2002,717.0,1005.0,120.0,134.0,1401.673640167364,1116.6666666666667
Slovakia,Mushrooms and truffles,2003,313.0,584.0,207.0,271.0,1865.814696485623,1309.1787439613527
Slovakia,Mushrooms and truffles,2004,153.0,326.0,184.0,445.0,2130.718954248366,2418.4782608695655
Slovakia,Mushrooms and truffles,2005,371.0,1113.0,538.0,1486.0,3000.0,2762.081784386617
Slovakia,Mushrooms and truffles,2006,676.0,1398.0,804.0,1800.0,2068.047337278106,2238.8059701492534
Slovakia,Mushrooms and truffles,2007,461.0,1591.0,565.0,1705.0,3451.19305856833,3017.6991150442477
Slovakia,Mushrooms and truffles,2008,633.0,1926.0,745.0,3371.0,3042.654028436019,4524.832214765101
Slovakia,Mushrooms and truffles,2009,875.0,1995.0,1110.0,3791.0,2280.0,3415.3153153153153
Slovakia,Mushrooms and truffles,2010,509.0,2131.0,1500.0,6975.0,4186.64047151277,4650.0
Slovakia,Mushrooms and truffles,2011,334.0,1424.0,1637.0,6656.0,4263.473053892216,4065.974343310935
Slovakia,Mushrooms and truffles,2012,103.0,387.0,2332.0,7024.0,3757.2815533980583,3012.006861063465
Slovakia,Mushrooms and truffles,2013,35.0,51.0,2994.0,8083.0,1457.142857142857,2699.7327989311957
Slovakia,Mushrooms and truffles,2014,22.82,45.0,2902.42,9385.0,1971.954425942156,3233.508589384031
Slovakia,Mushrooms and truffles,2015,19.83,39.0,3007.16,9432.0,1966.7170953101363,3136.5141861424067
Slovakia,Mushrooms and truffles,2016,9.11,41.0,3633.02,9427.0,4500.548847420418,2594.8109286488925
Slovakia,Mushrooms and truffles,2017,4.32,52.0,4747.13,11097.0,12037.037037037036,2337.6229427043286
Slovakia,Mushrooms and truffles,2018,5.58,64.0,4739.0,11126.0,11469.53405017921,2347.7526904410215
Slovakia,Mushrooms and truffles,2019,12.44,84.0,5052.74,10342.0,6752.411575562701,2046.810245530148
Slovakia,Mushrooms and truffles,2020,7.53,33.0,5077.52,11654.0,4382.470119521912,2295.214986843971
Slovakia,Mushrooms and truffles,2021,8.67,26.0,5228.08,12818.0,2998.8465974625146,2451.7604933359858
Slovenia,Mushrooms and truffles,1992,832.0,4789.0,255.0,727.0,5756.009615384615,2850.9803921568628
Slovenia,Mushrooms and truffles,1993,1404.0,8242.0,357.0,717.0,5870.37037037037,2008.4033613445379
Slovenia,Mushrooms and truffles,1994,1472.0,9062.0,190.0,473.0,6156.25,2489.4736842105262
Slovenia,Mushrooms and truffles,1995,844.0,3762.0,177.0,387.0,4457.345971563981,2186.4406779661017
Slovenia,Mushrooms and truffles,1996,496.0,2027.0,91.0,183.0,4086.693548387097,2010.989010989011
Slovenia,Mushrooms and truffles,1997,622.0,2479.0,111.0,187.0,3985.530546623794,1684.6846846846845
Slovenia,Mushrooms and truffles,1998,786.0,3070.0,215.0,386.0,3905.852417302799,1795.3488372093022
Slovenia,Mushrooms and truffles,1999,420.0,1500.0,90.0,130.0,3571.4285714285716,1444.4444444444443
Slovenia,Mushrooms and truffles,2000,85.01,175.0,112.0,106.0,2058.581343371368,946.4285714285714
Slovenia,Mushrooms and truffles,2001,276.0,783.0,249.0,279.0,2836.9565217391305,1120.4819277108434
Slovenia,Mushrooms and truffles,2002,89.0,295.0,61.0,82.0,3314.6067415730336,1344.262295081967
Slovenia,Mushrooms and truffles,2003,162.0,505.0,84.0,192.0,3117.283950617284,2285.714285714286
Slovenia,Mushrooms and truffles,2004,48.0,423.0,447.0,1187.0,8812.5,2655.480984340045
Slovenia,Mushrooms and truffles,2005,627.0,2857.0,865.0,2855.0,4556.618819776714,3300.578034682081
Slovenia,Mushrooms and truffles,2006,297.0,2305.0,501.0,1999.0,7760.942760942761,3990.01996007984
Slovenia,Mushrooms and truffles,2007,584.0,3479.0,962.0,2834.0,5957.191780821918,2945.9459459459463
Slovenia,Mushrooms and truffles,2008,382.0,2561.0,1369.0,3961.0,6704.188481675393,2893.352812271731
Slovenia,Mushrooms and truffles,2009,278.0,2072.0,1379.0,3255.0,7453.237410071943,2360.4060913705584
Slovenia,Mushrooms and truffles,2010,436.0,2371.0,1193.0,3401.0,5438.073394495413,2850.796311818944
Slovenia,Mushrooms and truffles,2011,307.0,3033.0,1226.0,4207.0,9879.478827361563,3431.484502446982
Slovenia,Mushrooms and truffles,2012,817.0,6867.0,2128.0,9544.0,8405.140758873928,4484.962406015038
Slovenia,Mushrooms and truffles,2013,482.0,4505.0,1948.0,7884.0,9346.473029045645,4047.2279260780288
Slovenia,Mushrooms and truffles,2014,989.64,8134.0,2280.12,9987.0,8219.150398124571,4380.032629861586
Slovenia,Mushrooms and truffles,2015,664.2,5658.0,1884.07,8752.0,8518.518518518516,4645.262649476931
Slovenia,Mushrooms and truffles,2016,1090.62,9387.0,2575.15,12895.0,8607.030863178743,5007.475292701396
Slovenia,Mushrooms and truffles,2017,883.33,8862.0,2341.74,12595.0,10032.490688644108,5378.479250471873
Slovenia,Mushrooms and truffles,2018,633.36,15131.0,2231.87,13425.0,23890.046734874322,6015.135290137867
Slovenia,Mushrooms and truffles,2019,854.8,11256.0,2471.51,16014.0,13167.992512868508,6479.439694761501
Slovenia,Mushrooms and truffles,2020,612.5,8871.0,2093.45,12106.0,14483.26530612245,5782.798729370179
Slovenia,Mushrooms and truffles,2021,236.55,8937.0,1442.36,11707.0,37780.59606848446,8116.558972794587
Spain,Mushrooms and truffles,1961,0.0,0.0,0.0,0.0,,
Spain,Mushrooms and truffles,1962,0.0,0.0,0.0,0.0,,
Spain,Mushrooms and truffles,1963,0.0,0.0,0.0,0.0,,
Spain,Mushrooms and truffles,1964,0.0,0.0,0.0,0.0,,
Spain,Mushrooms and truffles,1965,0.0,0.0,0.0,0.0,,
Spain,Mushrooms and truffles,1966,0.0,0.0,0.0,0.0,,
Spain,Mushrooms and truffles,1967,0.0,0.0,0.0,0.0,,
Spain,Mushrooms and truffles,1968,0.0,0.0,0.0,0.0,,
Spain,Mushrooms and truffles,1969,0.0,0.0,0.0,0.0,,
Spain,Mushrooms and truffles,1970,0.0,0.0,32.0,18.0,,562.5
Spain,Mushrooms and truffles,1971,0.0,0.0,70.0,39.0,,557.1428571428571
Spain,Mushrooms and truffles,1972,0.0,0.0,67.0,41.0,,611.9402985074627
Spain,Mushrooms and truffles,1973,0.0,0.0,1522.0,1092.0,,717.4770039421813
Spain,Mushrooms and truffles,1974,0.0,0.0,3809.0,3260.0,,855.8676818062484
Spain,Mushrooms and truffles,1975,0.0,0.0,5309.0,4868.0,,916.9335091354303
Spain,Mushrooms and truffles,1976,0.0,0.0,5666.0,5078.0,,896.2230850688317
Spain,Mushrooms and truffles,1977,0.0,0.0,2534.0,2314.0,,913.1807419100236
Spain,Mushrooms and truffles,1978,59.0,178.0,0.0,0.0,3016.9491525423728,
Spain,Mushrooms and truffles,1979,145.0,522.0,101.0,134.0,3600.0,1326.7326732673268
Spain,Mushrooms and truffles,1980,33.0,623.0,0.0,0.0,18878.78787878788,
Spain,Mushrooms and truffles,1981,92.0,436.0,0.0,0.0,4739.130434782608,
Spain,Mushrooms and truffles,1982,117.0,152.0,0.0,0.0,1299.1452991452993,
Spain,Mushrooms and truffles,1983,27.0,248.0,0.0,0.0,9185.185185185184,
Spain,Mushrooms and truffles,1984,29.0,176.0,18.0,13.0,6068.965517241379,722.2222222222222
Spain,Mushrooms and truffles,1985,177.0,449.0,0.0,4.0,2536.723163841808,inf
Spain,Mushrooms and truffles,1986,756.0,2494.0,7.0,58.0,3298.941798941799,8285.714285714286
Spain,Mushrooms and truffles,1987,845.0,5132.0,33.0,41.0,6073.372781065089,1242.4242424242425
Spain,Mushrooms and truffles,1988,425.0,2953.0,27.0,180.0,6948.235294117647,6666.666666666667
Spain,Mushrooms and truffles,1989,264.0,4057.0,128.0,371.0,15367.424242424242,2898.4375
Spain,Mushrooms and truffles,1990,462.0,10268.0,168.0,295.0,22225.108225108226,1755.952380952381
Spain,Mushrooms and truffles,1991,603.0,9296.0,103.0,381.0,15416.252072968491,3699.0291262135925
Spain,Mushrooms and truffles,1992,1465.0,11123.0,271.0,757.0,7592.491467576791,2793.357933579336
Spain,Mushrooms and truffles,1993,2532.0,14625.0,236.0,692.0,5776.0663507109,2932.2033898305085
Spain,Mushrooms and truffles,1994,1436.0,10224.0,279.0,1281.0,7119.777158774374,4591.397849462366
Spain,Mushrooms and truffles,1995,960.0,10481.0,269.0,1966.0,10917.708333333334,7308.550185873606
Spain,Mushrooms and truffles,1996,1339.0,13989.0,433.0,1928.0,10447.348767737116,4452.655889145497
Spain,Mushrooms and truffles,1997,2105.0,20306.0,551.0,1741.0,9646.555819477435,3159.7096188747732
Spain,Mushrooms and truffles,1998,1114.0,11370.0,386.0,1699.0,10206.463195691204,4401.554404145078
Spain,Mushrooms and truffles,1999,1101.0,10278.0,602.0,1969.0,9335.149863760218,3270.764119601329
Spain,Mushrooms and truffles,2000,1015.0,7995.0,561.0,2309.0,7876.847290640394,4115.864527629234
Spain,Mushrooms and truffles,2001,1180.0,6846.0,965.0,3337.0,5801.6949152542375,3458.0310880829015
Spain,Mushrooms and truffles,2002,1426.0,13664.0,803.0,3744.0,9582.047685834501,4662.515566625156
Spain,Mushrooms and truffles,2003,2168.0,17674.0,890.0,4856.0,8152.2140221402215,5456.179775280899
Spain,Mushrooms and truffles,2004,1039.0,18090.0,1551.0,9307.0,17410.972088546678,6000.644745325596
Spain,Mushrooms and truffles,2005,755.0,13167.0,1284.0,10109.0,17439.735099337748,7873.052959501558
Spain,Mushrooms and truffles,2006,1087.0,12607.0,1210.0,9100.0,11597.976080956762,7520.661157024793
Spain,Mushrooms and truffles,2007,848.0,12385.0,1688.0,10315.0,14604.95283018868,6110.781990521327
Spain,Mushrooms and truffles,2008,660.0,14733.0,2175.0,11572.0,22322.727272727276,5320.459770114942
Spain,Mushrooms and truffles,2009,1143.0,14004.0,3782.0,14270.0,12251.968503937007,3773.135906927552
Spain,Mushrooms and truffles,2010,1197.0,12641.0,5686.0,14947.0,10560.568086883875,2628.737249384453
Spain,Mushrooms and truffles,2011,2937.0,16796.0,4676.0,16777.0,5718.760640108955,3587.895637296835
Spain,Mushrooms and truffles,2012,2993.0,15073.0,5135.0,16111.0,5036.084196458403,3137.487828627069
Spain,Mushrooms and truffles,2013,5065.0,20836.0,4660.0,18031.0,4113.721618953603,3869.3133047210304
Spain,Mushrooms and truffles,2014,4552.1,27969.0,4890.1,20459.0,6144.197183717405,4183.759023332856
Spain,Mushrooms and truffles,2015,5811.56,23740.0,3993.4,13983.0,4084.9616970314332,3501.5275204086743
Spain,Mushrooms and truffles,2016,5301.08,25874.0,4158.24,15768.0,4880.892195552605,3791.9889183885493
Spain,Mushrooms and truffles,2017,6172.45,34967.0,4394.95,22161.0,5665.011462223267,5042.378184052151
Spain,Mushrooms and truffles,2018,5224.22,35340.0,4255.11,19960.0,6764.646205557958,4690.830554321745
Spain,Mushrooms and truffles,2019,8789.84,39802.0,3743.29,17327.0,4528.18253802117,4628.815827787856
Spain,Mushrooms and truffles,2020,10079.03,39485.0,3039.87,15463.0,3917.5396838783095,5086.7306825620835
Spain,Mushrooms and truffles,2021,13079.53,55137.0,3278.22,22121.0,4215.518447528313,6747.869270518758
Sweden,Mushrooms and truffles,1961,0.0,1.0,78.0,53.0,inf,679.4871794871796
Sweden,Mushrooms and truffles,1962,1.0,3.0,112.0,70.0,3000.0,625.0
Sweden,Mushrooms and truffles,1963,6.0,6.0,175.0,127.0,1000.0,725.7142857142858
Sweden,Mushrooms and truffles,1964,0.0,0.0,88.0,55.0,,625.0
Sweden,Mushrooms and truffles,1965,12.0,5.0,147.0,95.0,416.6666666666667,646.2585034013606
Sweden,Mushrooms and truffles,1966,40.0,19.0,222.0,172.0,475.0,774.7747747747748
Sweden,Mushrooms and truffles,1967,1.0,1.0,299.0,263.0,1000.0,879.5986622073578
Sweden,Mushrooms and truffles,1968,2.0,1.0,140.0,122.0,500.0,871.4285714285714
Sweden,Mushrooms and truffles,1969,2.0,2.0,218.0,158.0,1000.0,724.7706422018349
Sweden,Mushrooms and truffles,1970,35.0,25.0,401.0,335.0,714.2857142857143,835.4114713216958
Sweden,Mushrooms and truffles,1971,10.0,8.0,333.0,264.0,800.0,792.7927927927929
Sweden,Mushrooms and truffles,1972,16.0,10.0,284.0,330.0,625.0,1161.9718309859154
Sweden,Mushrooms and truffles,1973,1.0,3.0,155.0,195.0,3000.0,1258.0645161290322
Sweden,Mushrooms and truffles,1974,2.0,3.0,117.0,200.0,1500.0,1709.4017094017092
Sweden,Mushrooms and truffles,1975,1.0,3.0,104.0,157.0,3000.0,1509.6153846153845
Sweden,Mushrooms and truffles,1976,3.0,3.0,199.0,328.0,1000.0,1648.2412060301508
Sweden,Mushrooms and truffles,1977,1.0,2.0,320.0,776.0,2000.0,2425.0
Sweden,Mushrooms and truffles,1978,1.0,4.0,184.0,434.0,4000.0,2358.695652173913
Sweden,Mushrooms and truffles,1979,118.0,509.0,221.0,472.0,4313.559322033898,2135.7466063348415
Sweden,Mushrooms and truffles,1980,36.0,154.0,286.0,720.0,4277.777777777777,2517.4825174825173
Sweden,Mushrooms and truffles,1981,1.0,4.0,237.0,521.0,4000.0,2198.31223628692
Sweden,Mushrooms and truffles,1982,10.0,10.0,292.0,617.0,1000.0,2113.013698630137
Sweden,Mushrooms and truffles,1983,13.0,31.0,267.0,490.0,2384.6153846153848,1835.2059925093633
Sweden,Mushrooms and truffles,1984,15.0,33.0,365.0,673.0,2200.0,1843.8356164383563
Sweden,Mushrooms and truffles,1985,10.0,42.0,455.0,862.0,4200.0,1894.5054945054944
Sweden,Mushrooms and truffles,1986,4.0,25.0,946.0,2250.0,6250.0,2378.4355179704016
Sweden,Mushrooms and truffles,1987,5.0,17.0,1412.0,4030.0,3400.0,2854.1076487252126
Sweden,Mushrooms and truffles,1988,10.0,40.0,1650.0,5110.0,4000.0,3096.969696969697
Sweden,Mushrooms and truffles,1989,5.0,23.0,2067.0,5982.0,4600.0,2894.0493468795357
Sweden,Mushrooms and truffles,1990,19.0,85.0,2781.0,8864.0,4473.684210526316,3187.3426824883136
Sweden,Mushrooms and truffles,1991,6.0,66.0,3499.0,10046.0,11000.0,2871.1060302943697
Sweden,Mushrooms and truffles,1992,36.0,423.0,4089.0,11673.0,11750.0,2854.7322083639033
Sweden,Mushrooms and truffles,1993,70.0,409.0,4212.0,10137.0,5842.857142857142,2406.695156695157
Sweden,Mushrooms and truffles,1994,189.0,1134.0,4380.0,11407.0,6000.0,2604.337899543379
